video_id,start_time,end_time,action,split,idx
GLhgaz2cxoA,24,34,eating with cutlery,train,61201
GLhgaz2cxoA,53,63,eating with cutlery,train,61202
GLibLTdFvdY,80,90,police car (siren),train,61203
GLjai294FcU,30,40,dog barking,train,61204
GLoC4yslv74,30,40,printer printing,train,61205
GLtFkIbCZOY,140,150,pigeon dove cooing,train,61206
GM-5mU5znns,40,50,playing synthesizer,train,61207
GM-i2RuiUuY,37,47,volcano explosion,train,61208
GM0e8rcVu5s,10,20,sheep bleating,train,61209
GM1HJzeDgwU,50,60,playing timpani,train,61210
GM1HJzeDgwU,73,83,playing timpani,train,61211
GM40a-kUZR4,288,298,slot machine,train,61212
GM6xj4RBs_w,99,109,swimming,train,61213
GM6xj4RBs_w,112,122,swimming,train,61214
GM7WdWDBUlw,130,140,stream burbling,train,61215
GM8IJhdqyq4,5,15,hail,train,61216
GMBD75lNtdE,39,49,gibbon howling,train,61217
GMBD75lNtdE,67,77,gibbon howling,train,61218
GMC68u2LS0A,16,26,people screaming,train,61219
GMDz8Z8knGc,57,67,playing double bass,train,61220
GMDz8Z8knGc,99,109,playing double bass,train,61221
GMFi4Es8gbU,438,448,playing bassoon,train,61222
GMGivXPl3co,80,90,typing on computer keyboard,train,61223
GMGstA9qavU,37,47,donkey ass braying,train,61224
GMKY1SWCmIQ,55,65,eletric blender running,test,61225
GMLhvEdqIvQ,146,156,playing table tennis,train,61226
GMN18VzEK0I,464,474,basketball bounce,train,61227
GMNJCJ0ykfc,50,60,male singing,train,61228
GMP8m09j5vk,370,380,bird chirping tweeting,train,61229
GMPH1tU6H0Q,50,60,splashing water,train,61230
GMSCZ7Fjo-M,321,331,wind noise,train,61231
GMSbP9cn0nE,21,31,volcano explosion,train,61232
GMTtajG_2UE,15,25,cuckoo bird calling,train,61233
GMU-ogbBd0E,7,17,playing harp,train,61234
GMW2jeYLrhk,70,80,cap gun shooting,train,61235
GMW2jeYLrhk,100,110,cap gun shooting,train,61236
GMYP2T_ZTkw,48,58,playing congas,train,61237
GMYP2T_ZTkw,62,72,playing congas,train,61238
GMYYfsSFJaU,4,14,baby crying,train,61239
GMYaJVjQ8UQ,424,434,hedge trimmer running,test,61240
GMb__vgWO-Y,40,50,ice cream truck ice cream van,train,61241
GMcdJkBUGGU,101,111,driving snowmobile,train,61242
GMdbQ4tIclU,30,40,dog bow-wow,train,61243
GMeyYdkQqMU,35,45,owl hooting,train,61244
GMeyYdkQqMU,146,156,owl hooting,train,61245
GMf18ghyXMY,30,40,people sniggering,train,61246
GMhanh84-u0,30,40,playing banjo,train,61247
GMlKQ0_talE,125,135,tap dancing,train,61248
GMlVpJgxUIQ,40,50,playing bass guitar,train,61249
GMmnDXqSIG0,3,13,hail,train,61250
GMqftVa3kwk,0,10,people screaming,train,61251
GMrX5xEc7js,40,50,dog whimpering,train,61252
GMrX5xEc7js,152,162,dog whimpering,train,61253
GMrrdc8rNWA,30,40,horse clip-clop,train,61254
GMteILigAu4,50,60,eating with cutlery,train,61255
GMuMNFXJ-ok,43,53,typing on typewriter,train,61256
GMxpBKZJsG4,7,17,train wheels squealing,train,61257
GMxpBKZJsG4,23,33,train wheels squealing,train,61258
GMyK2UU8-cQ,30,40,pigeon dove cooing,train,61259
GN2Gb-kCr0E,660,670,playing banjo,train,61260
GN2feSNQR5Q,5,15,dog growling,train,61261
GN2feSNQR5Q,16,26,dog growling,train,61262
GN4RfTPxHlU,180,190,printer printing,train,61263
GN6kEiASxaE,30,40,basketball bounce,test,61264
GN8WzYf3jQk,476,486,playing vibraphone,train,61265
GNBxF-UEEJw,30,40,people shuffling,train,61266
GNDhSX4Od3Y,114,124,playing vibraphone,train,61267
GNDhSX4Od3Y,161,171,playing vibraphone,train,61268
GNFmqndaZqQ,76,86,tap dancing,train,61269
GNH_rB29WFI,40,50,playing drum kit,train,61270
GNIaZcYHTCQ,5,15,yodelling,train,61271
GNNNTBNm-wk,26,36,playing double bass,train,61272
GNNNTBNm-wk,39,49,playing double bass,train,61273
GNOf3cNPBe8,3,13,fireworks banging,train,61274
GNQRmT0meWc,20,30,people burping,train,61275
GNQUA0bI5b0,260,270,baby babbling,test,61276
GNQwjooee98,529,539,blowtorch igniting,train,61277
GNSjTutOSG4,119,129,playing bongo,test,61278
GNXkt3_TgjE,0,10,church bell ringing,train,61279
GNXnXmW_4pc,467,477,beat boxing,train,61280
GNXsmML3hGg,55,65,playing gong,train,61281
GNXsmML3hGg,125,135,playing gong,train,61282
GNYKzDo4w7w,110,120,machine gun shooting,test,61283
GNYnS5chig4,22,32,lathe spinning,train,61284
GNYnS5chig4,32,42,lathe spinning,train,61285
GN_vrQxDM8o,30,40,playing violin fiddle,train,61286
GNfzkTzoWSo,30,40,playing violin fiddle,train,61287
GNgmquAB_Kw,161,171,parrot talking,train,61288
GNlIQgiUQ9g,28,38,dog howling,train,61289
GNlIQgiUQ9g,55,65,dog howling,train,61290
GNm3B8o3dds,182,192,airplane,train,61291
GNmACjH_Xek,325,335,arc welding,train,61292
GNmav_qI-PA,6,16,civil defense siren,train,61293
GNqma2rjWCc,7,17,cell phone buzzing,train,61294
GNuVIsZUFsc,380,390,playing saxophone,train,61295
GNwGsEMsG3Q,30,40,engine accelerating revving vroom,train,61296
GNxYeYjaO9Q,34,44,frog croaking,train,61297
GO-VOyh0TjI,70,80,people hiccup,train,61298
GO0E-brLy3s,22,32,baby crying,train,61299
GO1bWOOkAdQ,165,175,people finger snapping,train,61300
GO1bWOOkAdQ,202,212,people finger snapping,train,61301
GO26Uzae8JI,227,237,people humming,test,61302
GO2Tf8KLJ14,61,71,playing steel guitar slide guitar,test,61303
GO6FAIwQddE,22,32,playing lacrosse,train,61304
GOEQJf1SsKI,30,40,sliding door,train,61305
GOFDdcvXq40,30,40,goose honking,train,61306
GOFaem8O3OM,36,46,train whistling,train,61307
GOFaem8O3OM,58,68,train whistling,train,61308
GOG5VmqJw7Y,19,29,missile launch,train,61309
GOG5VmqJw7Y,41,51,missile launch,train,61310
GOH2KHgibQ0,61,71,rope skipping,train,61311
GOH2KHgibQ0,93,103,rope skipping,train,61312
GOKH3-Jk800,5,15,train whistling,train,61313
GON64cERgow,4,14,underwater bubbling,train,61314
GONONhUaAs0,30,40,civil defense siren,train,61315
GOOg0m6LcKc,30,40,driving buses,train,61316
GOQSi6vJX3E,22,32,playing table tennis,train,61317
GORGtuR7Kv8,276,286,playing synthesizer,train,61318
GORGtuR7Kv8,295,305,playing synthesizer,train,61319
GORiINJd7o8,30,40,playing drum kit,train,61320
GORjnSWhZeY,30,40,police car (siren),train,61321
GORlNt6QMos,344,354,playing gong,train,61322
GOSEVs-vFDk,210,220,playing clarinet,train,61323
GOTpllAaJe4,0,10,people sneezing,test,61324
GOUCWpHFnjI,30,40,lawn mowing,train,61325
GOZ8Qzpxc8k,30,40,printer printing,train,61326
GOZBp_5NGtk,16,26,playing bugle,test,61327
GOZpLjuR56w,5,15,car engine starting,train,61328
GO_1gBjIR1c,30,40,helicopter,test,61329
GOacu6bNrRI,10,20,people farting,train,61330
GOhFJrWWXJQ,30,40,playing cymbal,train,61331
GOhwL7S9Q7A,75,85,cat caterwauling,train,61332
GOiK3zQjpjA,70,80,playing electric guitar,train,61333
GOm9q7Xr3UE,9,19,crow cawing,train,61334
GOm9q7Xr3UE,19,29,crow cawing,train,61335
GOsPH9AgHG4,18,28,people marching,train,61336
GOsPH9AgHG4,41,51,people marching,train,61337
GOubkYmoL1c,69,79,chopping wood,train,61338
GOugXfxswCU,30,40,people running,train,61339
GOuiZIX3zTk,59,69,people humming,train,61340
GOuiZIX3zTk,93,103,people humming,train,61341
GOvZzRmAI00,60,70,playing marimba xylophone,train,61342
GOwVa7X6WNk,15,25,dog growling,train,61343
GOwVa7X6WNk,59,69,dog growling,train,61344
GOyrVR7xU2Y,160,170,skidding,train,61345
GOzQwZU3vdM,50,60,playing hammond organ,train,61346
GP0oG6_ziso,47,57,playing hockey,train,61347
GP0oG6_ziso,71,81,playing hockey,train,61348
GP1C6uJdL1g,60,70,chainsawing trees,train,61349
GP2gLv8W5TU,10,20,female speech woman speaking,train,61350
GP2sIyEecxg,126,136,driving snowmobile,test,61351
GP6RegyLr3Y,9,19,playing mandolin,train,61352
GP6RegyLr3Y,90,100,playing mandolin,train,61353
GP7DAqAKFfs,5,15,people nose blowing,train,61354
GP99j8llaz8,0,10,people crowd,train,61355
GP9B7WzyYB8,0,10,using sewing machines,train,61356
GPARKbP7AX4,130,140,opening or closing car electric windows,test,61357
GPAUi_FxeJs,140,150,playing banjo,train,61358
GPBCKOzQhbo,30,40,people sobbing,train,61359
GPGv9EUcv5Y,37,47,tap dancing,train,61360
GPGv9EUcv5Y,68,78,tap dancing,train,61361
GPIJC9kx4Ew,46,56,dog growling,train,61362
GPIJC9kx4Ew,56,66,dog growling,train,61363
GPIrFua0C3Q,13,23,train horning,train,61364
GPIrFua0C3Q,30,40,train horning,train,61365
GPJ1uQwmNHk,30,40,people screaming,test,61366
GPJLFwrzGxw,0,10,crow cawing,train,61367
GPJLFwrzGxw,152,162,crow cawing,train,61368
GPLL1OIGDS0,56,66,playing bongo,train,61369
GPMfyC7Hcp0,0,10,donkey ass braying,test,61370
GPPxFnL3LCs,30,40,playing cymbal,train,61371
GPRfS66dF2A,40,50,railroad car train wagon,train,61372
GPT-B4Znxm8,262,272,playing snare drum,train,61373
GPT-B4Znxm8,350,360,playing snare drum,train,61374
GPUD-TDLsJs,30,40,using sewing machines,train,61375
GPUdLl9RFJk,70,80,playing acoustic guitar,train,61376
GPV4D3OSix0,261,271,lip smacking,train,61377
GPV4D3OSix0,633,643,lip smacking,train,61378
GPVB7wRsly0,14,24,horse clip-clop,train,61379
GPVUfEMY-d8,30,40,playing bass guitar,train,61380
GPYJXeNsEtA,46,56,hammering nails,train,61381
GPYJXeNsEtA,180,190,hammering nails,train,61382
GP_ylE34Ee4,64,74,playing timbales,train,61383
GP_ylE34Ee4,107,117,playing timbales,train,61384
GPagCFcegNY,0,10,people clapping,train,61385
GPboWcBVIrs,0,10,church bell ringing,train,61386
GPboWcBVIrs,13,23,church bell ringing,train,61387
GPbzngCXZFg,20,30,playing cymbal,train,61388
GPc8d3wLWP0,34,44,cutting hair with electric trimmers,train,61389
GPcJqxGInbI,125,135,singing bowl,train,61390
GPcQtmTUH5Y,289,299,people eating,train,61391
GPcQtmTUH5Y,393,403,people eating,train,61392
GPdqscTeOEg,21,31,bouncing on trampoline,train,61393
GPdqscTeOEg,132,142,bouncing on trampoline,train,61394
GPdtz3v7FKI,150,160,playing clarinet,train,61395
GPfvNMAJNrg,10,20,subway metro underground,train,61396
GPhN-Ccrd7g,290,300,race car auto racing,train,61397
GPj8h-WcjWs,21,31,driving buses,train,61398
GPl4twCSrLQ,1,11,coyote howling,train,61399
GPl4twCSrLQ,22,32,coyote howling,train,61400
GPm0-HaHbdk,370,380,playing drum kit,train,61401
GPmxH7eJxVQ,14,24,cat purring,train,61402
GPmxH7eJxVQ,25,35,cat purring,train,61403
GPp_6vgE4pQ,30,40,driving buses,train,61404
GPq8CoSPpGc,28,38,vehicle horn car horn honking,train,61405
GPqN5JIkL0Y,389,399,raining,train,61406
GPqVMmVgtp4,50,60,playing acoustic guitar,train,61407
GPr1vcknjQ0,180,190,raining,train,61408
GPwVojrXdz8,10,20,playing clarinet,train,61409
GPz4iiygpKs,0,10,skateboarding,train,61410
GPzoVbMYKpk,6,16,donkey ass braying,train,61411
GPzoVbMYKpk,16,26,donkey ass braying,train,61412
GQ-eBFJdtWU,281,291,lip smacking,train,61413
GQ-eBFJdtWU,920,930,lip smacking,train,61414
GQ-mDGoHLqo,30,40,motorboat speedboat acceleration,train,61415
GQ0JmOoBcuI,86,96,playing squash,train,61416
GQ0UZNeK-Hs,167,177,people babbling,train,61417
GQ0UZNeK-Hs,200,210,people babbling,train,61418
GQ9gw7KAPac,19,29,tractor digging,train,61419
GQHfBnaGXu8,36,46,fox barking,train,61420
GQHfBnaGXu8,62,72,fox barking,train,61421
GQJ3-6ZBsfg,200,210,basketball bounce,train,61422
GQKUYiyRzTQ,70,80,chainsawing trees,train,61423
GQMHxeP6zsA,10,20,people belly laughing,train,61424
GQOvVofCOGk,125,135,playing banjo,train,61425
GQPPtMdnCFA,7,17,eagle screaming,test,61426
GQPPtMdnCFA,18,28,eagle screaming,test,61427
GQPtlDHOH3A,30,40,pigeon dove cooing,train,61428
GQTxIBorSGo,0,10,people belly laughing,train,61429
GQZ3AwGIKzU,107,117,slot machine,train,61430
GQ_QgAjSO1g,149,159,tap dancing,train,61431
GQa7KQruF2k,73,83,dinosaurs bellowing,train,61432
GQa7KQruF2k,123,133,dinosaurs bellowing,train,61433
GQb6gTJD7zA,0,10,playing flute,test,61434
GQc2wwoTCQ4,70,80,horse clip-clop,train,61435
GQdlQNgGSsg,20,30,turkey gobbling,train,61436
GQfgZwqKZhY,180,190,telephone bell ringing,train,61437
GQgFLzNDRgo,271,281,mouse clicking,train,61438
GQge_Yn-SLM,40,50,pumping water,test,61439
GQhfCtybIEg,0,10,ice cream truck ice cream van,train,61440
GQi15lPC5vA,30,40,splashing water,train,61441
GQiekHNoFxc,140,150,playing bass guitar,train,61442
GQiufwoajWs,30,40,turkey gobbling,train,61443
GQjB-M24a-w,30,40,printer printing,train,61444
GQjue_gXwKs,37,47,car engine knocking,train,61445
GQllKaEDxFI,150,160,eating with cutlery,train,61446
GQmYul4XSKg,30,40,playing bass guitar,train,61447
GQnP52iArMk,263,273,playing french horn,train,61448
GQnP52iArMk,323,333,playing french horn,train,61449
GQoUFQ8o5HM,250,260,playing cello,train,61450
GQoZ_nRL5iA,30,40,hair dryer drying,test,61451
GQpcPvyxhuE,470,480,people running,train,61452
GQq6G3x6eTw,140,150,car engine starting,train,61453
GQrFPvz-JUo,299,309,playing double bass,train,61454
GQtIANpswgE,28,38,machine gun shooting,train,61455
GQtIW2ZB7Mk,146,156,electric shaver electric razor shaving,train,61456
GQtyXvCzcWM,110,120,yodelling,train,61457
GQtyXvCzcWM,143,153,yodelling,train,61458
GQuiIbAraVE,10,20,driving motorcycle,train,61459
GQv5wA92Z0Y,30,40,playing cello,train,61460
GQvle2TmUtw,10,20,cattle mooing,test,61461
GQw5HTTnM-k,328,338,playing banjo,train,61462
GQxdsXgpByE,89,99,lathe spinning,train,61463
GQz0L9wl8FM,651,661,people burping,train,61464
GR-cooXi_F8,310,320,train horning,train,61465
GR3fEZF-azM,30,40,playing drum kit,train,61466
GR4bzzV6Pfw,30,40,people eating,train,61467
GR5cMzG7OLg,14,24,gibbon howling,train,61468
GR5pgZNfU1U,14,24,police car (siren),test,61469
GRC2Ovfl4kA,11,21,vehicle horn car horn honking,train,61470
GRDH0KRQslw,21,31,car engine knocking,train,61471
GRGpMhgMI18,326,336,skiing,train,61472
GRIHGhIFp1Y,5,15,elephant trumpeting,train,61473
GRIHGhIFp1Y,18,28,elephant trumpeting,train,61474
GRI_Ymc_8Xs,12,22,horse clip-clop,train,61475
GRI_Ymc_8Xs,48,58,horse clip-clop,train,61476
GROQWgpQDO0,10,20,mouse pattering,train,61477
GRRvVYWKaCw,357,367,missile launch,train,61478
GRRvVYWKaCw,381,391,missile launch,train,61479
GRUzmRj7f5w,10,20,bird chirping tweeting,train,61480
GRVMS0Q6LY4,39,49,beat boxing,train,61481
GRXZp1KidJw,40,50,playing marimba xylophone,train,61482
GRYlCz5MWyo,30,40,people sobbing,test,61483
GRa40FFRqIQ,1,11,wind chime,train,61484
GRa40FFRqIQ,71,81,wind chime,train,61485
GRgpz23y5zM,1,11,roller coaster running,train,61486
GRjcvpuyuaU,40,50,people whistling,train,61487
GRmoqoWfXic,240,250,tractor digging,train,61488
GRszc00lWKI,30,40,church bell ringing,train,61489
GRu6Ar5k4HM,80,90,playing trombone,train,61490
GRuI9tv5E5w,0,10,people humming,train,61491
GRuI9tv5E5w,48,58,people humming,train,61492
GRwYiCLFOQA,280,290,playing saxophone,train,61493
GRwYiCLFOQA,309,319,playing saxophone,train,61494
GRxrU6MP8hM,427,437,arc welding,train,61495
GRzwjOTYCYE,66,76,playing didgeridoo,train,61496
GS0vwoifH40,0,10,engine accelerating revving vroom,train,61497
GS3N7e3qrLY,30,40,motorboat speedboat acceleration,train,61498
GS6E3t-5its,14,24,donkey ass braying,train,61499
GS6lU7kRWvs,3,13,frog croaking,train,61500
GS6z6wSdCsM,95,105,playing sitar,train,61501
GS6z6wSdCsM,192,202,playing sitar,train,61502
GS8Oas0Iv7w,60,70,people babbling,train,61503
GS8dnIAHj2A,13,23,smoke detector beeping,test,61504
GS9F4bzONiQ,33,43,police radio chatter,train,61505
GS9F4bzONiQ,93,103,police radio chatter,train,61506
GS9pod4eMWM,74,84,ice cracking,train,61507
GS9pod4eMWM,162,172,ice cracking,train,61508
GSAMEMX_oAg,200,210,playing ukulele,test,61509
GSAd8G_JsFs,8,18,cattle mooing,train,61510
GSAs2PDRs44,10,20,playing squash,test,61511
GSC0Cdu_5UI,318,328,spraying water,train,61512
GSLV4kn7hS0,170,180,people whistling,train,61513
GSPkN5mkGus,30,40,motorboat speedboat acceleration,train,61514
GSSFVCqKgzQ,27,37,footsteps on snow,train,61515
GSSWxAo_oyo,11,21,tap dancing,test,61516
GSTxgr6KkFs,22,32,fire crackling,test,61517
GSVRpO44F04,140,150,helicopter,train,61518
GSVbOwRH6ik,480,490,singing choir,train,61519
GSX7GDFWc8Y,28,38,machine gun shooting,train,61520
GS_JqZCyqOc,50,60,stream burbling,train,61521
GS_L0hvoAoo,30,40,wind rustling leaves,train,61522
GSbdhKYCN5Q,21,31,francolin calling,train,61523
GSbdhKYCN5Q,239,249,francolin calling,train,61524
GSeBF9Fha_A,152,162,parrot talking,train,61525
GSeBF9Fha_A,224,234,parrot talking,train,61526
GSfPIuTuNII,30,40,playing banjo,train,61527
GSg72NM5jkc,241,251,playing harmonica,train,61528
GSimKBZ7Bao,222,232,goat bleating,train,61529
GSimKBZ7Bao,337,347,goat bleating,train,61530
GSk-D9HKCcs,1,11,baby babbling,train,61531
GSnCzOiOtzQ,30,40,engine accelerating revving vroom,train,61532
GSovTky7XbU,120,130,playing cello,train,61533
GStkMJcz0fc,46,56,people battle cry,train,61534
GStkMJcz0fc,164,174,people battle cry,train,61535
GSx1ft6zwpA,100,110,playing drum kit,train,61536
GSyA_x0Mv68,10,20,dog barking,train,61537
GT-FJHWwRnA,0,10,bird chirping tweeting,train,61538
GT-vR4jRrrc,268,278,swimming,train,61539
GT-vR4jRrrc,290,300,swimming,train,61540
GT0IjWDpmt8,0,10,frog croaking,train,61541
GT0IjWDpmt8,17,27,frog croaking,train,61542
GT0j07VbA7I,102,112,dinosaurs bellowing,train,61543
GT0j07VbA7I,199,209,dinosaurs bellowing,train,61544
GT0lDT76awA,30,40,playing french horn,train,61545
GT0oX8roNUo,747,757,swimming,train,61546
GT1RJQK-2Xw,7,17,playing oboe,train,61547
GT1RJQK-2Xw,20,30,playing oboe,train,61548
GT2frI8BMMM,11,21,vehicle horn car horn honking,train,61549
GT2frI8BMMM,13,23,vehicle horn car horn honking,train,61550
GT2yOtAD_0E,190,200,playing oboe,train,61551
GT2yOtAD_0E,213,223,playing oboe,train,61552
GT4WmInObm0,236,246,footsteps on snow,test,61553
GT4_QP3GI5U,19,29,rope skipping,train,61554
GT66G8gusz4,3,13,frog croaking,train,61555
GT6RGtEIbyM,110,120,male speech man speaking,train,61556
GT6ju6ow6X8,1,11,car engine starting,train,61557
GT6ju6ow6X8,131,141,car engine starting,train,61558
GT6xKnktSzs,70,80,playing hammond organ,train,61559
GT71LAAi7sA,4,14,playing synthesizer,train,61560
GT71LAAi7sA,41,51,playing synthesizer,train,61561
GT7tRb6zsZc,1,11,playing synthesizer,train,61562
GT7tRb6zsZc,321,331,playing synthesizer,train,61563
GT8QGpuhGgc,8,18,train horning,train,61564
GT8QGpuhGgc,20,30,train horning,train,61565
GT8R0Njhkf0,66,76,playing harmonica,train,61566
GT8R0Njhkf0,177,187,playing harmonica,train,61567
GT8ywlv68ZM,17,27,chinchilla barking,train,61568
GTANU9di6AM,9,19,playing tabla,train,61569
GTANU9di6AM,41,51,playing tabla,train,61570
GTB2CK8fX_c,150,160,playing accordion,train,61571
GTC3RaHN4tc,207,217,playing table tennis,train,61572
GTFfLVlTWR4,100,110,toilet flushing,train,61573
GTHvk8zUgd8,62,72,skiing,train,61574
GTJV-KJgNL8,50,60,ocean burbling,train,61575
GTKa-1jJyIM,190,200,sliding door,train,61576
GTMlQKbsJpA,80,90,chicken clucking,train,61577
GTNTgEhj6HQ,98,108,baby babbling,train,61578
GTNTgEhj6HQ,121,131,baby babbling,train,61579
GTRam1NxRtE,16,26,opening or closing drawers,train,61580
GTTZv2A7pXU,346,356,playing darts,train,61581
GTTleLHbHMc,4,14,dog growling,train,61582
GTX_SKlLSPQ,30,40,pigeon dove cooing,train,61583
GTZkjw4aVn0,30,40,engine accelerating revving vroom,train,61584
GTZxCuX_18k,30,40,railroad car train wagon,train,61585
GTbjRqGKOjg,611,621,slot machine,train,61586
GTcWsE-jGp4,7,17,lathe spinning,train,61587
GTeMzdJBP9A,30,40,chainsawing trees,train,61588
GTf3NT4DFVU,30,40,chicken clucking,train,61589
GTkDzl1Q6xQ,10,20,chainsawing trees,train,61590
GTmU_tq--rA,30,40,duck quacking,train,61591
GTmbbhpPD0g,5,15,zebra braying,train,61592
GTmbbhpPD0g,26,36,zebra braying,train,61593
GTnMO_wVKM0,40,50,child speech kid speaking,train,61594
GTnXNFTySsk,139,149,popping popcorn,train,61595
GTo5BqlFIZk,7,17,airplane flyby,test,61596
GToGUQZOe7Y,80,90,people crowd,train,61597
GToGUQZOe7Y,559,569,people crowd,train,61598
GTuPHYFD5Z8,3,13,blowtorch igniting,train,61599
GTuPHYFD5Z8,37,47,blowtorch igniting,train,61600
GTxBuLm3a8I,294,304,people burping,train,61601
GTzn0ihcLAk,584,594,roller coaster running,train,61602
GTzn0ihcLAk,652,662,roller coaster running,train,61603
GU0JwyraI1g,460,470,subway metro underground,train,61604
GU1yW1RAoWU,550,560,airplane flyby,train,61605
GU1yW1RAoWU,606,616,airplane flyby,train,61606
GU3L4j063kM,50,60,ocean burbling,train,61607
GU3MI27XzgI,0,10,church bell ringing,train,61608
GU54vbIhgNg,90,100,people cheering,train,61609
GU782ddSBvk,390,400,playing timpani,test,61610
GU7mq8uZgJo,135,145,playing tennis,test,61611
GU7mq8uZgJo,431,441,playing tennis,test,61612
GU8khdLxccg,30,40,playing harp,train,61613
GUDz6KIYd7A,10,20,playing bagpipes,train,61614
GUFPM74xbUo,0,10,toilet flushing,train,61615
GUH3oKe8djs,452,462,police radio chatter,train,61616
GUHfutKVf08,1,11,police car (siren),train,61617
GUHrvtM3AB0,333,343,bowling impact,train,61618
GUHrvtM3AB0,357,367,bowling impact,train,61619
GUIajDNqcTE,666,676,slot machine,train,61620
GUJ9aCdH0xA,50,60,playing electronic organ,train,61621
GUJCLsTnqTA,174,184,telephone bell ringing,test,61622
GUJCLsTnqTA,192,202,telephone bell ringing,test,61623
GUJT8hYL19Y,0,10,basketball bounce,train,61624
GUJXjPdmkS8,20,30,pheasant crowing,train,61625
GUKYXo96JEw,10,20,playing cornet,train,61626
GUKYXo96JEw,24,34,playing cornet,train,61627
GUL1Y86PG8k,12,22,horse clip-clop,train,61628
GUL2ep3_RVw,30,40,sheep bleating,train,61629
GUNTBdOnwa8,23,33,mynah bird singing,train,61630
GUNTBdOnwa8,50,60,mynah bird singing,train,61631
GUQcMZLZpx8,0,10,elk bugling,train,61632
GUQcMZLZpx8,108,118,elk bugling,train,61633
GUSlicDnqIA,45,55,playing congas,train,61634
GUSlicDnqIA,72,82,playing congas,train,61635
GUSqE3a1P3I,100,110,basketball bounce,train,61636
GUUAu_aiaVw,276,286,people eating,train,61637
GUUAu_aiaVw,331,341,people eating,train,61638
GUUQXzXxTH0,0,10,people crowd,train,61639
GUXM1XuLUIs,139,149,car engine starting,train,61640
GUXM1XuLUIs,152,162,car engine starting,train,61641
GU_XzrzXLR8,215,225,playing bassoon,train,61642
GU_jcUDcwhc,83,93,playing hockey,train,61643
GU_jcUDcwhc,340,350,playing hockey,train,61644
GUaStJ_WlUw,332,342,railroad car train wagon,train,61645
GUbb5IB45H4,90,100,lions growling,train,61646
GUcfvd0X9rg,11,21,frog croaking,train,61647
GUcfvd0X9rg,96,106,frog croaking,train,61648
GUe6l1yqvn4,30,40,printer printing,train,61649
GUfIv6tMF9A,71,81,people hiccup,train,61650
GUfrYwPw95Q,90,100,lawn mowing,train,61651
GUkRnvumOr8,540,550,railroad car train wagon,train,61652
GUkUCWm-Wps,30,40,playing flute,train,61653
GUmKcrNbBRA,0,10,elephant trumpeting,train,61654
GUmKcrNbBRA,20,30,elephant trumpeting,train,61655
GUmPhQyJxlE,240,250,electric grinder grinding,train,61656
GUmPhQyJxlE,313,323,electric grinder grinding,train,61657
GUo8VXxVpTs,70,80,railroad car train wagon,train,61658
GUof-GKzxPU,39,49,playing didgeridoo,train,61659
GUprpVDR2Hg,80,90,playing cello,train,61660
GUsI_2tYVYM,29,39,people screaming,train,61661
GUvx50D9WVI,30,40,driving buses,train,61662
GUwdeuDwJXo,9,19,basketball bounce,train,61663
GV38iQwySCs,82,92,cap gun shooting,train,61664
GV3C4gt2Zn8,520,530,playing synthesizer,train,61665
GV6Fvbr4Q5U,313,323,bouncing on trampoline,train,61666
GV7ssbg_2Rg,260,270,subway metro underground,train,61667
GV8A-Jjf9g4,90,100,sailing,train,61668
GVBjlnrE6C8,253,263,engine accelerating revving vroom,train,61669
GVEq-GbnRk4,260,270,playing vibraphone,train,61670
GVHLw-uZTrg,30,40,playing hammond organ,train,61671
GVJ1oafOOu0,10,20,playing sitar,train,61672
GVJ1oafOOu0,21,31,playing sitar,train,61673
GVMfIf5kSYk,26,36,playing bass drum,train,61674
GVMfIf5kSYk,37,47,playing bass drum,train,61675
GVNZZR1FcNY,40,50,people coughing,train,61676
GVNdFBwfLvM,90,100,playing bass guitar,train,61677
GVQIAnxbeqk,240,250,people clapping,train,61678
GVTUayZzJvQ,196,206,playing table tennis,train,61679
GVXvC5fc5P4,30,40,playing banjo,train,61680
GVY5SciSgX4,200,210,playing vibraphone,train,61681
GVZEoSepggg,30,40,duck quacking,train,61682
GVazLLEn04Q,13,23,scuba diving,train,61683
GVb9Wn-qacI,30,40,child speech kid speaking,train,61684
GVeKpdfmkj4,4,14,playing steel guitar slide guitar,train,61685
GVeKpdfmkj4,99,109,playing steel guitar slide guitar,train,61686
GVeyAtsaTN0,94,104,beat boxing,train,61687
GVf2j30UO2E,0,10,playing cymbal,train,61688
GVf8fcZ-PLk,29,39,people running,train,61689
GVg8Oz2xqe4,30,40,playing harpsichord,test,61690
GVgjyoAi5zw,51,61,cat purring,train,61691
GVio8nGP1og,38,48,playing double bass,train,61692
GVio8nGP1og,70,80,playing double bass,train,61693
GVj556hlo5A,45,55,playing erhu,test,61694
GVk8l4S9NN0,39,49,playing tympani,test,61695
GVmI5U9nAhw,4,14,chinchilla barking,train,61696
GVmI5U9nAhw,14,24,chinchilla barking,train,61697
GVnOm0Z783o,188,198,playing didgeridoo,train,61698
GVpiUWKmKtc,288,298,bowling impact,train,61699
GVr5A6FcDPM,30,40,playing clarinet,train,61700
GVtgOr_aav8,36,46,beat boxing,train,61701
GVuT1EGDRYg,360,370,playing washboard,train,61702
GVvnGqXMGM8,0,10,people booing,train,61703
GVwemt7rdiM,380,390,train horning,train,61704
GVxcfinOtK0,60,70,cat purring,train,61705
GVxcfinOtK0,196,206,cat purring,train,61706
GVycz6Ugs8s,5,15,zebra braying,train,61707
GVycz6Ugs8s,27,37,zebra braying,train,61708
